Transaction ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request
7193a439-6fe3-413e-a95a,20-01-2024,08:23:06,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,21-01-2024,07:45:00,08:45:00,08:45:00,On Time,NA,No
15b5110c-3d1b-415d-9547,20-01-2024,08:25:20,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,21-01-2024,06:45:00,08:05:00,08:05:00,On Time,NA,No
3aa96450-9784-4952-99b7,20-01-2024,08:29:55,Online,Credit Card,None,Standard,Advance,18,London Paddington,Oxford,21-01-2024,07:45:00,09:15:00,09:15:00,On Time,NA,No
0c41866b-b48b-4443-a607,20-01-2024,08:52:15,Online,Contactless,Senior,Standard,Advance,8,London Paddington,Reading,21-01-2024,07:15:00,08:15:00,08:15:00,On Time,NA,No
cef69872-e68f-4f5e-9a8d,20-01-2024,08:52:26,Online,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,21-01-2024,07:15:00,08:35:00,08:35:00,On Time,NA,No
b074d3a1-3073-4337-987b,20-01-2024,08:56:33,Station,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,20-01-2024,10:15:00,10:45:00,10:45:00,On Time,NA,No
2350d679-0b46-46b5-b1c4,20-01-2024,08:56:35,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,21-01-2024,07:15:00,09:05:00,09:05:00,On Time,NA,No
e01b83a2-4c07-454c-981b,20-01-2024,09:00:08,Online,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,21-01-2024,07:30:00,08:50:00,08:50:00,On Time,NA,No
300816e8-1e1e-4343-9781,20-01-2024,09:04:32,Online,Contactless,Adult,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,20-01-2024,10:30:00,11:00:00,11:00:00,On Time,NA,No
1c1806a9-93d1-48f5-861e,20-01-2024,09:07:40,Online,Credit Card,None,Standard,Advance,3,London Paddington,London Waterloo,21-01-2024,07:30:00,09:00:00,09:00:00,On Time,NA,No
960fe4e7-75b2-4f6a-8f62,20-01-2024,09:09:32,Online,Credit Card,None,Standard,Advance,9,Reading,Swindon,21-01-2024,07:30:00,08:15:00,08:15:00,On Time,NA,No
92bf5182-e142-4698-a949,20-01-2024,09:17:08,Online,Contactless,None,First Class,Off-Peak,14,Manchester Piccadilly,Liverpool Lime Street,20-01-2024,10:45:00,11:15:00,11:15:00,On Time,NA,No
e88b9c60-c38a-411a-b00f,20-01-2024,09:25:59,Station,Contactless,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,20-01-2024,09:45:00,10:15:00,10:15:00,On Time,NA,No
782ede8a-d3f6-460a-ad48,20-01-2024,09:31:29,Station,Contactless,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,20-01-2024,11:00:00,11:30:00,11:30:00,On Time,NA,No
c8a06524-9da6-42f5-8678,20-01-2024,09:32:36,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,21-01-2024,08:00:00,10:15:00,,Cancelled,Weather,No
d60bcfc1-8a1d-4479-b9af,20-01-2024,09:34:13,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,21-01-2024,08:00:00,09:00:00,09:00:00,On Time,NA,No
eb28299e-d9c9-4dc1-9d6d,20-01-2024,09:35:15,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,21-01-2024,08:00:00,09:50:00,09:50:00,On Time,NA,No
aa8673be-a1fc-4b85-af60,20-01-2024,09:35:22,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,21-01-2024,08:00:00,10:15:00,,Cancelled,Weather,No
9004a09d-3da0-4923-a547,20-01-2024,09:37:13,Station,Credit Card,None,First Class,Advance,118,Liverpool Lime Street,London Euston,03-02-2024,08:00:00,10:15:00,10:57:00,Delayed,Weather,No
2cb40958-4c80-426a-b97d,20-01-2024,09:38:30,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,21-01-2024,08:00:00,10:15:00,,Cancelled,Weather,No
c4c26a3a-98a2-4617-a6c6,20-01-2024,09:40:21,Station,Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,20-01-2024,11:00:00,11:30:00,11:56:00,Delayed,Staff Shortage,No
b287b6bf-d5eb-471f-836c,20-01-2024,09:41:11,Station,Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,21-01-2024,08:00:00,09:50:00,10:04:00,Delayed,Weather,No
230729b1-c383-4df0-8a82,20-01-2024,09:41:59,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,21-01-2024,08:00:00,10:15:00,,Cancelled,Weather,No
660df311-74fb-4d8f-abd5,20-01-2024,09:42:02,Online,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,21-01-2024,08:00:00,09:20:00,09:20:00,On Time,NA,No
cf203a89-b0a0-4ad2-8cd6,20-01-2024,09:42:57,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,21-01-2024,08:00:00,10:15:00,,Cancelled,Weather,No
0ee92ef0-8e58-4fce-b06f,20-01-2024,09:43:19,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,21-01-2024,08:00:00,10:15:00,,Cancelled,Weather,No
0882c363-637c-428b-942c,20-01-2024,09:43:31,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,21-01-2024,08:00:00,10:15:00,,Cancelled,Weather,No
885f9da7-9239-4a73-8d7d,20-01-2024,10:21:11,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,01-02-2024,08:45:00,09:45:00,09:45:00,On Time,NA,No
5d28b188-e792-48f9-9605,20-01-2024,10:22:30,Station,Contactless,None,First Class,Off-Peak,78,London Euston,Birmingham New Street,20-01-2024,11:45:00,13:05:00,13:05:00,On Time,NA,No
3c2f07ab-6c9c-475c-9b55,20-01-2024,10:23:50,Station,Credit Card,Senior,First Class,Advance,35,London Euston,Birmingham New Street,21-01-2024,09:45:00,11:05:00,11:05:00,On Time,NA,No
75f2d4cd-d01b-4ffd-9e03,20-01-2024,10:29:19,Station,Contactless,Disabled,Standard,Advance,23,London Kings Cross,York,21-01-2024,08:45:00,10:35:00,10:35:00,On Time,NA,No
44d65b2b-9339-4e17-95eb,20-01-2024,10:38:41,Station,Contactless,Adult,Standard,Advance,6,Manchester Piccadilly,Leeds,21-01-2024,09:00:00,09:45:00,12:33:00,Delayed,Signal Failure,No
ceb41406-e453-4a5d-8c6f,20-01-2024,10:41:34,Online,Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,20-01-2024,12:00:00,13:20:00,13:20:00,On Time,NA,No
a980ad6d-5879-40bc-81c6,20-01-2024,10:43:10,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,21-01-2024,09:00:00,09:30:00,09:30:00,On Time,NA,No
f6cc8177-bddb-4aae-a48d,20-01-2024,10:44:28,Online,Credit Card,Senior,First Class,Advance,39,Birmingham New Street,London St Pancras,21-01-2024,09:00:00,10:20:00,10:20:00,On Time,NA,No
34ca3b7c-2a5b-4be5-bbd4,20-01-2024,10:50:46,Station,Debit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,20-01-2024,11:15:00,11:45:00,12:16:00,Delayed,Technical Issue,Yes
d3423953-ad46-4b5f-85ca,20-01-2024,11:01:08,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,21-01-2024,09:30:00,11:20:00,11:20:00,On Time,NA,No
2f553c79-f2ad-4912-a45a,20-01-2024,11:25:00,Online,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,20-01-2024,12:45:00,13:45:00,13:45:00,On Time,NA,No
8dd102d7-82b2-4856-b342,20-01-2024,11:38:39,Online,Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,20-01-2024,13:00:00,13:30:00,13:30:00,On Time,NA,No
408a13dc-1e53-4ac3-9ccb,20-01-2024,11:49:12,Online,Credit Card,None,First Class,Off-Peak,78,London Euston,Birmingham New Street,20-01-2024,13:15:00,14:35:00,14:35:00,On Time,NA,No
e12d0b3e-1ca4-4b0d-9133,20-01-2024,12:01:49,Station,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,20-01-2024,13:30:00,14:00:00,14:00:00,On Time,NA,No
3f35e060-e41b-4243-9c19,20-01-2024,12:07:07,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,21-01-2024,10:30:00,11:50:00,11:50:00,On Time,NA,No
68455ba4-5ba3-4b03-81ea,20-01-2024,12:07:20,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,21-01-2024,10:30:00,11:00:00,11:00:00,On Time,NA,No
af9f439c-3e70-4017-ba68,20-01-2024,12:07:29,Station,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,20-01-2024,13:30:00,14:00:00,14:00:00,On Time,NA,No
eb752b26-6531-46e4-bcd2,20-01-2024,12:10:28,Station,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,20-01-2024,13:30:00,14:00:00,14:00:00,On Time,NA,No
430a66de-26ee-4319-9b84,20-01-2024,12:12:09,Online,Credit Card,Adult,First Class,Advance,36,London St Pancras,Birmingham New Street,21-01-2024,10:30:00,11:50:00,11:50:00,On Time,NA,No
b65a0454-0a49-490f-afaa,20-01-2024,12:23:15,Online,Credit Card,Adult,Standard,Off-Peak,4,Manchester Piccadilly,Sheffield,20-01-2024,13:45:00,14:30:00,14:30:00,On Time,NA,No
2c5935b5-0858-4874-9a14,20-01-2024,12:26:58,Station,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,21-01-2024,10:45:00,11:15:00,11:15:00,On Time,NA,No
e12f95f4-fe26-4033-8582,20-01-2024,12:34:24,Station,Contactless,None,Standard,Advance,24,York,Edinburgh,01-02-2024,11:00:00,13:30:00,13:30:00,On Time,NA,No
2ba4a72e-87ba-40d6-8ed3,20-01-2024,12:40:38,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,01-02-2024,11:00:00,12:20:00,12:20:00,On Time,NA,No
abe236a8-a1d8-4837-a102,20-01-2024,12:44:32,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,21-01-2024,11:00:00,12:20:00,12:20:00,On Time,NA,No
2c6b0544-5a09-4462-a8b7,20-01-2024,12:47:33,Station,Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,20-01-2024,14:15:00,15:35:00,15:35:00,On Time,NA,No
874d359c-d16f-4f43-9dba,20-01-2024,12:49:31,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,21-01-2024,11:15:00,11:45:00,11:45:00,On Time,NA,No
447e7d11-da97-49eb-af10,20-01-2024,12:51:31,Online,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,20-01-2024,14:15:00,14:45:00,,Cancelled,Traffic,No
c80611a9-25cb-46ee-8d72,20-01-2024,13:18:29,Station,Credit Card,None,Standard,Off-Peak,35,York,Edinburgh,20-01-2024,14:45:00,17:15:00,17:15:00,On Time,NA,No
857ca80d-9a3c-4c44-969d,20-01-2024,13:33:14,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,21-01-2024,12:00:00,13:20:00,13:20:00,On Time,NA,No
2d736bd5-23f3-42ba-aa7a,20-01-2024,13:41:33,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,21-01-2024,12:00:00,13:20:00,13:20:00,On Time,NA,No
3f4a0400-5e7d-47c0-ac39,20-01-2024,13:42:54,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,21-01-2024,12:00:00,13:20:00,13:20:00,On Time,NA,No
4412be6f-0898-4f99-9ce5,20-01-2024,13:43:00,Station,Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,21-01-2024,12:00:00,12:30:00,12:30:00,On Time,NA,No
f467e05a-2903-4eb6-a5b6,20-01-2024,13:44:55,Station,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,20-01-2024,15:00:00,16:00:00,16:00:00,On Time,NA,No
3f27c462-d3b8-4c29-9430,20-01-2024,13:54:14,Online,Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,20-01-2024,15:15:00,16:35:00,16:35:00,On Time,NA,No
c9757b4e-e4a0-45d7-9df8,20-01-2024,14:00:08,Online,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,21-01-2024,12:30:00,13:00:00,13:00:00,On Time,NA,No
1743e8a9-e317-42e8-ac3e,20-01-2024,14:01:03,Online,Credit Card,Disabled,Standard,Off-Peak,7,London Euston,Birmingham New Street,20-01-2024,15:30:00,16:50:00,16:50:00,On Time,NA,No
63b8d1d9-db06-4322-928c,20-01-2024,14:01:45,Online,Credit Card,Disabled,Standard,Off-Peak,7,London Euston,Birmingham New Street,20-01-2024,15:30:00,16:50:00,16:50:00,On Time,NA,No
d69004fd-ebfb-44d2-a0f1,20-01-2024,14:03:14,Online,Contactless,None,Standard,Off-Peak,19,Reading,London Paddington,20-01-2024,15:30:00,15:55:00,15:55:00,On Time,NA,No
ef46bb97-b062-4c67-9c5a,20-01-2024,14:06:59,Online,Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,20-01-2024,15:30:00,16:50:00,16:50:00,On Time,NA,No
275c494a-ef12-4b14-af55,20-01-2024,14:31:42,Station,Credit Card,Adult,First Class,Off-Peak,52,London Euston,Birmingham New Street,20-01-2024,16:00:00,17:20:00,,Cancelled,Signal Failure,No
889c8d97-2124-4d76-8a54,20-01-2024,14:33:17,Station,Credit Card,None,Standard,Off-Peak,53,London Kings Cross,York,20-01-2024,16:00:00,17:50:00,17:50:00,On Time,NA,No
e3ab0b5b-c8a2-4c28-9777,20-01-2024,14:33:53,Station,Debit Card,Disabled,Standard,Off-Peak,7,London Euston,Birmingham New Street,20-01-2024,16:00:00,17:20:00,,Cancelled,Signal Failure,No
1318e345-5127-4a62-ba9c,20-01-2024,14:40:52,Station,Credit Card,Adult,Standard,Off-Peak,7,London Euston,Birmingham New Street,20-01-2024,16:00:00,17:20:00,,Cancelled,Signal Failure,No
2df1e571-5667-46a5-89b7,20-01-2024,14:41:12,Station,Debit Card,Disabled,Standard,Off-Peak,7,London Euston,Birmingham New Street,20-01-2024,16:00:00,17:20:00,,Cancelled,Signal Failure,Yes
dd250a7a-6cf5-4cca-8109,20-01-2024,14:41:31,Station,Debit Card,Disabled,Standard,Off-Peak,7,London Euston,Birmingham New Street,20-01-2024,16:00:00,17:20:00,,Cancelled,Signal Failure,No
d13dc2df-8e05-4b29-8482,20-01-2024,14:42:43,Station,Contactless,Senior,Standard,Off-Peak,2,Manchester Piccadilly,Liverpool Lime Street,20-01-2024,16:00:00,16:30:00,16:30:00,On Time,NA,No
7ee04e52-aaf7-4c12-b433,20-01-2024,14:46:54,Station,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,21-01-2024,13:15:00,13:45:00,13:45:00,On Time,NA,No
8207e6b0-2b21-49d5-b4be,20-01-2024,14:47:46,Online,Contactless,Adult,Standard,Off-Peak,11,Birmingham New Street,Manchester Piccadilly,20-01-2024,16:15:00,17:35:00,17:35:00,On Time,NA,No
83b6dcef-bd5c-49af-89b0,20-01-2024,14:50:33,Station,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,21-01-2024,13:15:00,13:45:00,13:45:00,On Time,NA,No
346aa5c0-7ec4-462c-ad75,20-01-2024,14:53:17,Online,Contactless,Adult,Standard,Off-Peak,2,Manchester Piccadilly,Liverpool Lime Street,20-01-2024,16:15:00,16:45:00,16:45:00,On Time,NA,No
2f1a41d4-130c-46d0-a8af,20-01-2024,14:53:18,Online,Contactless,Adult,Standard,Off-Peak,11,Birmingham New Street,Manchester Piccadilly,20-01-2024,16:15:00,17:35:00,17:35:00,On Time,NA,No
3801b739-a53b-44e1-9b72,20-01-2024,15:06:41,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Sheffield,21-01-2024,13:30:00,14:15:00,14:15:00,On Time,NA,No
8eff221b-22e4-4cd2-9bf2,20-01-2024,15:13:28,Online,Contactless,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,20-01-2024,16:30:00,17:50:00,17:50:00,On Time,NA,No
6c8da664-0411-4569-8254,20-01-2024,15:14:13,Station,Credit Card,None,Standard,Off-Peak,8,Birmingham New Street,Stafford,20-01-2024,17:45:00,18:15:00,18:15:00,On Time,NA,No
b00640cd-00e2-4728-b8f4,20-01-2024,15:16:59,Station,Credit Card,None,Standard,Advance,24,York,Edinburgh,21-01-2024,13:45:00,16:15:00,16:15:00,On Time,NA,No
a8725979-cc0e-451c-9465,20-01-2024,15:17:24,Station,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,20-01-2024,17:45:00,19:35:00,19:35:00,On Time,NA,No
9b7b28c4-b36f-4ad5-89b5,20-01-2024,15:24:13,Station,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,20-01-2024,17:45:00,19:35:00,19:35:00,On Time,NA,No
9b153d28-a66b-4aad-b0d1,20-01-2024,15:31:55,Online,Contactless,None,Standard,Off-Peak,19,London Paddington,Reading,20-01-2024,17:00:00,18:00:00,18:00:00,On Time,NA,No
a67bc6e4-7f05-40d9-9b4b,20-01-2024,15:44:04,Station,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,20-01-2024,17:00:00,17:30:00,17:30:00,On Time,NA,No
bcb4a284-587a-4004-88fa,20-01-2024,15:45:51,Online,Contactless,Senior,First Class,Advance,6,Manchester Piccadilly,Liverpool Lime Street,21-01-2024,14:15:00,14:45:00,14:45:00,On Time,NA,No
1474098c-4410-4cfb-beab,20-01-2024,15:48:57,Station,Contactless,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,20-01-2024,17:15:00,17:45:00,17:45:00,On Time,NA,No
2aa5090f-2a98-451c-8cd7,20-01-2024,16:00:11,Station,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,20-01-2024,17:45:00,18:15:00,18:15:00,On Time,NA,No
20399aff-5382-4fb5-8a0c,20-01-2024,16:00:23,Station,Credit Card,Disabled,Standard,Advance,23,London Kings Cross,York,21-01-2024,14:30:00,16:20:00,16:20:00,On Time,NA,No
c745f200-b336-4c61-9a62,20-01-2024,16:03:26,Online,Credit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,20-01-2024,17:30:00,18:00:00,18:00:00,On Time,NA,No
c81b64b1-dcbf-479a-8935,20-01-2024,16:10:00,Station,Debit Card,None,Standard,Advance,29,Edinburgh Waverley,London Kings Cross,21-01-2024,15:30:00,19:50:00,19:51:00,Delayed,Staffing,Yes
a93f7be1-9381-4713-a10d,20-01-2024,16:11:47,Station,Credit Card,Adult,Standard,Off-Peak,7,London Euston,Birmingham New Street,20-01-2024,17:45:00,19:05:00,19:05:00,On Time,NA,No
ba847c0e-e9be-4f10-99aa,20-01-2024,16:17:55,Station,Debit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,20-01-2024,17:45:00,19:05:00,19:05:00,On Time,NA,No
f236a245-92fe-4a8a-a4e1,20-01-2024,16:22:36,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,21-01-2024,14:45:00,16:35:00,16:35:00,On Time,NA,No
90c5c1e6-77f4-4bee-9645,20-01-2024,16:23:06,Online,Credit Card,Senior,Standard,Advance,56,Manchester Piccadilly,London Euston,21-01-2024,14:45:00,16:35:00,16:35:00,On Time,NA,No
078e8d75-cd9c-479f-b38f,20-01-2024,16:27:56,Online,Credit Card,Senior,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,21-01-2024,14:45:00,15:15:00,15:15:00,On Time,NA,No
af9c311c-c306-4fa3-ba58,20-01-2024,16:35:13,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,21-01-2024,15:00:00,16:00:00,16:00:00,On Time,NA,No
7e39f53b-0384-4704-8090,20-01-2024,16:37:24,Station,Debit Card,Adult,Standard,Off-Peak,13,London Paddington,Reading,20-01-2024,18:00:00,19:00:00,19:00:00,On Time,NA,No
762d572b-0171-42d2-9c90,20-01-2024,16:46:32,Station,Contactless,None,Standard,Off-Peak,19,London Paddington,Reading,20-01-2024,18:15:00,19:15:00,19:15:00,On Time,NA,No
588f53d8-2e26-4eca-8efe,20-01-2024,17:04:40,Station,Contactless,Adult,First Class,Off-Peak,49,Birmingham New Street,York,20-01-2024,18:30:00,20:15:00,20:15:00,On Time,NA,No
bf4e24dd-6997-46c1-a4fb,20-01-2024,17:04:44,Station,Contactless,Adult,Standard,Off-Peak,20,Birmingham New Street,York,20-01-2024,18:30:00,20:15:00,20:15:00,On Time,NA,No
6a93c4d2-09f9-4095-ae79,20-01-2024,17:07:38,Station,Credit Card,None,Standard,Advance,13,Reading,London Paddington,21-01-2024,15:30:00,15:55:00,15:55:00,On Time,NA,No
cec01949-4815-4aec-91f7,20-01-2024,17:12:04,Station,Debit Card,Adult,Standard,Off-Peak,76,Liverpool Lime Street,London Euston,20-01-2024,17:30:00,19:45:00,20:01:00,Delayed,Technical Issue,Yes
2272bc81-027d-4b2b-b565,20-01-2024,17:12:19,Station,Debit Card,Adult,Standard,Off-Peak,8,London St Pancras,Birmingham New Street,20-01-2024,18:45:00,20:05:00,20:05:00,On Time,NA,No
2265ceab-50a2-4359-b34e,20-01-2024,17:12:57,Station,Contactless,None,Standard,Off-Peak,19,London Paddington,Reading,20-01-2024,18:30:00,19:30:00,19:30:00,On Time,NA,No
67f9fda7-45e0-4cf2-8dca,20-01-2024,17:13:33,Online,Credit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,21-01-2024,15:30:00,16:50:00,16:50:00,On Time,NA,No
35f033ef-115d-40ac-b410,20-01-2024,17:16:33,Online,Credit Card,None,Standard,Off-Peak,10,Birmingham New Street,Nuneaton,20-01-2024,18:45:00,19:05:00,19:05:00,On Time,NA,No
d9dd116c-60e7-4a27-b98f,20-01-2024,17:20:28,Online,Credit Card,None,First Class,Advance,10,Manchester Piccadilly,Liverpool Lime Street,21-01-2024,14:45:00,15:15:00,15:15:00,On Time,NA,No
e1f7ef1b-c40f-4828-8633,20-01-2024,17:20:44,Station,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,21-01-2024,15:45:00,16:15:00,16:15:00,On Time,NA,No
76dcfc3d-e762-4f3b-8a4b,20-01-2024,17:24:08,Online,Credit Card,None,Standard,Advance,72,London Euston,Manchester Piccadilly,21-01-2024,14:45:00,16:35:00,16:35:00,On Time,NA,No
642d47cd-3b8c-4913-8c8a,20-01-2024,17:25:01,Online,Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,20-01-2024,18:45:00,20:05:00,20:05:00,On Time,NA,No
f696ea38-968d-4c3c-b54c,20-01-2024,17:28:51,Online,Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,20-01-2024,18:45:00,20:05:00,20:05:00,On Time,NA,No
b1be14b0-1875-4dbf-9545,20-01-2024,17:33:21,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,21-01-2024,16:00:00,17:20:00,17:20:00,On Time,NA,No
17ad5a61-bfb0-44a3-824b,20-01-2024,17:34:59,Online,Contactless,None,First Class,Off-Peak,78,London Euston,Birmingham New Street,20-01-2024,19:00:00,20:20:00,20:20:00,On Time,NA,No
50d8946a-3ce3-4531-8989,20-01-2024,17:36:34,Station,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,21-01-2024,16:00:00,16:30:00,16:30:00,On Time,NA,No
5ed45adf-bb34-4ec3-b39b,20-01-2024,17:39:49,Station,Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,20-01-2024,19:00:00,20:20:00,20:20:00,On Time,NA,No
c6b368c7-4c8f-4983-8c03,20-01-2024,17:43:12,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,21-01-2024,16:00:00,17:20:00,17:20:00,On Time,NA,No
d5882a2f-6059-4477-8ce6,20-01-2024,17:43:40,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,21-01-2024,16:00:00,17:20:00,17:20:00,On Time,NA,No
58864c30-ba7a-4e7e-ab70,20-01-2024,17:48:05,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,04-02-2024,16:15:00,18:05:00,18:05:00,On Time,NA,No
f3a14ffa-9406-45a1-8e4d,20-01-2024,17:49:32,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,21-01-2024,16:15:00,16:45:00,16:45:00,On Time,NA,No
3c4aaf52-19a8-4157-bad3,20-01-2024,17:58:38,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,21-01-2024,16:15:00,16:45:00,16:45:00,On Time,NA,No
6e3fced4-9af1-47a8-b8c6,20-01-2024,18:13:41,Online,Credit Card,Senior,Standard,Off-Peak,2,Manchester Piccadilly,Liverpool Lime Street,20-01-2024,18:45:00,19:15:00,19:15:00,On Time,NA,No
8cac5bcc-cc59-4b70-818e,20-01-2024,18:31:37,Online,Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,20-01-2024,20:00:00,21:20:00,21:20:00,On Time,NA,No
9eb9a55e-a291-4594-b118,20-01-2024,18:36:14,Station,Contactless,None,Standard,Advance,21,Birmingham New Street,London Euston,09-02-2024,17:00:00,18:20:00,18:20:00,On Time,NA,No
2fc28ce8-784a-492d-b056,20-01-2024,18:38:23,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,21-01-2024,17:00:00,18:20:00,18:20:00,On Time,NA,No
8da671c8-ca65-4cef-99d2,20-01-2024,18:40:40,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,21-01-2024,17:00:00,18:50:00,18:50:00,On Time,NA,No
19857364-e362-4ff1-82d8,20-01-2024,18:45:10,Online,Contactless,Disabled,Standard,Advance,13,Birmingham New Street,London Paddington,21-01-2024,17:15:00,18:45:00,,Cancelled,Signal failure,Yes
2b1d63d9-968c-4765-b6eb,20-01-2024,18:48:47,Station,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,20-01-2024,20:15:00,20:45:00,20:45:00,On Time,NA,No
f34e32b3-bce5-48af-b6fd,20-01-2024,18:48:58,Station,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,20-01-2024,20:15:00,20:45:00,20:45:00,On Time,NA,No
fb23f287-f890-4d62-aec8,20-01-2024,18:51:11,Station,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,20-01-2024,20:15:00,20:45:00,20:45:00,On Time,NA,No
41e7ba06-a52b-4c73-b3b2,20-01-2024,19:00:21,Online,Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,20-01-2024,20:30:00,21:50:00,21:50:00,On Time,NA,No
3efb1e2f-35a9-49bb-a697,20-01-2024,19:23:19,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,21-01-2024,18:45:00,19:15:00,19:15:00,On Time,NA,No
